CO2 (g/s) [estimated maf],CO2 (g/s) [maf],estimated_maf,intake_pressure,intake_temperature,latitude,longitude,maf,rpm,speed
0.8969166496310883,0.8528784648187634,4.206539086769804,37.0,51.0,-5.800897,-35.200813,4.0,1209.0,36.0
0.7983887526358685,0.6396588486140725,3.7444432498622233,39.0,51.0,-5.800948,-35.200832,3.0,1021.0,32.0
0.7964037583740604,0.6396588486140725,3.735133626774344,40.0,51.0,-5.800984,-35.200844,3.0,993.0,27.0
0.7859775258877937,0.6396588486140725,3.686234596413752,40.0,51.0,-5.801013,-35.200855,3.0,980.0,21.0
0.8548708620855093,0.6396588486140725,4.009344343181039,44.0,51.0,-5.801035,-35.200863,3.0,969.0,16.0
0.9027513297339802,0.8528784648187634,4.233903736452366,48.0,51.0,-5.801051,-35.200867,4.0,938.0,12.0
0.9011071930726844,0.6396588486140725,4.226192735510889,46.0,51.0,-5.801063,-35.200871,3.0,977.0,8.0
0.7742279638936546,0.6396588486140725,3.63112915066124,43.0,51.0,-5.80107,-35.200874,3.0,898.0,5.0
0.7986494084480255,0.6396588486140725,3.745665725621239,52.0,51.0,-5.801072,-35.200874,3.0,766.0,2.0
0.8030204059134218,0.6396588486140725,3.766165703733948,50.0,51.0,-5.801072,-35.200874,3.0,801.0,0.0
0.7950002270778318,0.6396588486140725,3.728551064995032,50.0,51.0,-5.801073,-35.200878,3.0,793.0,0.0
0.8142887571774252,0.6396588486140725,3.819014271162125,52.0,51.0,-5.801073,-35.200878,3.0,781.0,0.0
0.7538968105454347,0.6396588486140725,3.5357760414580883,50.0,51.0,-5.801074,-35.200878,3.0,752.0,0.0
0.7649245564443706,0.6396588486140725,3.5874961697240977,50.0,51.0,-5.801074,-35.200878,3.0,763.0,0.0
0.7548993328998834,0.6396588486140725,3.5404778713004528,50.0,51.0,-5.801075,-35.200878,3.0,753.0,0.0
0.7757116969782387,0.6396588486140725,3.63808785882794,52.0,51.0,-5.801075,-35.200878,3.0,744.0,0.0
0.7757116969782387,0.6396588486140725,3.63808785882794,52.0,51.0,-5.801076,-35.200878,3.0,744.0,0.0
0.7318413187475629,0.6396588486140725,3.4323357849260696,50.0,51.0,-5.801076,-35.200878,3.0,730.0,0.0
0.7526135819317402,0.6396588486140725,3.5297576992598616,51.0,51.0,-5.801077,-35.200878,3.0,736.0,0.0
0.7407838181492457,0.6396588486140725,3.474276107119962,49.0,51.0,-5.801077,-35.200878,3.0,754.0,0.0
0.7171443410313447,0.6396588486140725,3.363406959437006,47.0,51.0,-5.801077,-35.200878,3.0,761.0,0.0
0.6992392917808905,0.6396588486140725,3.2794322784523766,47.0,51.0,-5.801077,-35.200878,3.0,742.0,0.0
0.7030087758336179,0.6396588486140725,3.297111158659668,47.0,51.0,-5.801077,-35.200878,3.0,746.0,0.0
0.7299766271682884,0.6396588486140725,3.4235903814192725,49.0,51.0,-5.801077,-35.200878,3.0,743.0,0.0
0.7295154668852419,0.6396588486140725,3.4214275396917846,48.0,51.0,-5.801077,-35.200878,3.0,758.0,0.0
0.8331361774410614,0.6396588486140725,3.9074086721985775,56.0,51.0,-5.801077,-35.200878,3.0,742.0,0.0
0.8512617816094941,0.6396588486140725,3.992417755748527,58.0,51.0,-5.801077,-35.200878,3.0,732.0,0.0
0.8582994885377241,0.6396588486140725,4.025424601241926,57.0,51.0,-5.801077,-35.200878,3.0,751.0,0.0
0.8998640653531677,0.6396588486140725,4.220362466506356,60.0,51.0,-5.801077,-35.200878,3.0,748.0,0.0
0.8768461520950253,0.6396588486140725,4.112408453325669,58.0,51.0,-5.801078,-35.200878,3.0,754.0,0.0
0.8634524534395904,0.6396588486140725,4.049592006631679,56.0,51.0,-5.801078,-35.200878,3.0,769.0,0.0
0.8895982364436129,0.6396588486140725,4.172215728920544,59.0,51.0,-5.801078,-35.200878,3.0,752.0,0.0
0.8578383282546777,0.6396588486140725,4.023261759514438,56.0,51.0,-5.801078,-35.200878,3.0,764.0,0.0
0.8791720039573463,0.6396588486140725,4.123316698559954,58.0,51.0,-5.801079,-35.200878,3.0,756.0,0.0
0.8468707336970087,0.6396588486140725,3.9718237410389703,57.0,51.0,-5.801079,-35.200878,3.0,741.0,0.0
0.860585239505867,0.6396588486140725,4.036144773282516,57.0,51.0,-5.801079,-35.200878,3.0,753.0,0.0
0.8331361774410614,0.6396588486140725,3.9074086721985775,56.0,51.0,-5.801079,-35.200878,3.0,742.0,0.0
0.8791720039573463,0.6396588486140725,4.123316698559954,58.0,51.0,-5.80108,-35.200878,3.0,756.0,0.0
0.8409959526999391,0.6396588486140725,3.9442710181627145,56.0,51.0,-5.80108,-35.200878,3.0,749.0,0.0
0.8594423640217955,0.6396588486140725,4.030784687262221,57.0,51.0,-5.80108,-35.200878,3.0,752.0,0.0
0.8955131183348602,0.6396588486140725,4.199956524990494,59.0,51.0,-5.801081,-35.200878,3.0,757.0,0.0
0.8733573743015439,0.6396588486140725,4.09604608547424,58.0,51.0,-5.801081,-35.200878,3.0,751.0,0.0
0.8733573743015439,0.6396588486140725,4.09604608547424,58.0,51.0,-5.801081,-35.200878,3.0,751.0,0.0
0.8745203002327043,0.6396588486140725,4.101500208091383,58.0,51.0,-5.801081,-35.200878,3.0,752.0,0.0
0.8617281149899386,0.6396588486140725,4.041504859302812,58.0,51.0,-5.801081,-35.200878,3.0,741.0,0.0
0.8454055402615627,0.6396588486140725,3.9649519838267286,57.0,52.0,-5.801081,-35.200878,3.0,742.0,0.0
0.8579385064918553,0.6396588486140725,4.023731595446801,57.0,52.0,-5.801081,-35.200878,3.0,753.0,0.0
0.8683526618442996,0.6396588486140725,4.072573984049765,58.0,52.0,-5.801081,-35.200878,3.0,749.0,0.0
0.8590778670582455,0.6396588486140725,4.029075196503172,57.0,52.0,-5.801081,-35.200878,3.0,754.0,0.0
0.8774275688116885,0.6396588486140725,4.115135297726819,59.0,52.0,-5.801081,-35.200878,3.0,744.0,0.0
0.856799145925465,0.6396588486140725,4.018387994390431,57.0,52.0,-5.801081,-35.200878,3.0,752.0,0.0
0.8613965657547591,0.6396588486140725,4.03994989338982,58.0,52.0,-5.801081,-35.200874,3.0,743.0,0.0
0.8868622738526742,0.6396588486140725,4.159384064369042,59.0,52.0,-5.801082,-35.200874,3.0,752.0,0.0
0.8787868059786104,0.6396588486140725,4.121510120039682,58.0,52.0,-5.801082,-35.200874,3.0,758.0,0.0
0.8488236219607335,0.6396588486140725,3.98098278699584,57.0,52.0,-5.801082,-35.200874,3.0,745.0,0.0
0.8522417036599041,0.6396588486140725,3.99701359016495,57.0,52.0,-5.801082,-35.200874,3.0,748.0,0.0
0.8625559151030159,0.6396588486140725,4.0453872418331445,58.0,52.0,-5.801082,-35.200874,3.0,744.0,0.0
0.8417675819618605,0.6396588486140725,3.9478899594011256,56.0,52.0,-5.801083,-35.200874,3.0,752.0,0.0
0.8476842613943432,0.6396588486140725,3.975639185939469,57.0,52.0,-5.801083,-35.200874,3.0,744.0,0.0
0.8880416119827975,0.6396588486140725,4.16491516019932,59.0,52.0,-5.801083,-35.200874,3.0,753.0,0.0
0.8833242594623044,0.6396588486140725,4.142790776878208,59.0,52.0,-5.801083,-35.200871,3.0,749.0,0.0
0.8556597853590749,0.6396588486140725,4.013044393334061,57.0,52.0,-5.801083,-35.200871,3.0,751.0,0.0
0.8545204247926848,0.6396588486140725,4.007700792277691,57.0,52.0,-5.801083,-35.200871,3.0,750.0,0.0
0.8556597853590749,0.6396588486140725,4.013044393334061,57.0,52.0,-5.801082,-35.200871,3.0,751.0,0.0
0.8706713605408131,0.6396588486140725,4.083448680936414,58.0,52.0,-5.801082,-35.200871,3.0,751.0,0.0
0.851102343093514,0.6396588486140725,3.99166998910858,57.0,52.0,-5.801082,-35.200871,3.0,747.0,0.0
0.8856829357225511,0.6396588486140725,4.153852968538764,59.0,52.0,-5.801082,-35.200871,3.0,751.0,0.0
0.9021936695442764,0.6396588486140725,4.231288310162656,59.0,52.0,-5.801082,-35.200871,3.0,765.0,0.0
0.8695120111925563,0.6396588486140725,4.078011332493089,58.0,52.0,-5.801082,-35.200871,3.0,750.0,0.0
0.8821449213321813,0.6396588486140725,4.13725968104793,59.0,52.0,-5.801082,-35.200871,3.0,748.0,0.0
0.8764681072820968,0.6396588486140725,4.110635423153034,58.0,52.0,-5.801081,-35.200871,3.0,756.0,0.0
0.8880416119827975,0.6396588486140725,4.16491516019932,59.0,52.0,-5.801081,-35.200871,3.0,753.0,0.0
0.8996550942472316,0.6396588486140725,4.219382392019516,58.0,52.0,-5.801081,-35.200871,3.0,776.0,0.0
1.4593409865091065,1.7057569296375268,6.8443092267277095,78.0,52.0,-5.801085,-35.200871,8.0,936.0,0.0
2.303926986714143,2.345415778251599,10.80541756768933,79.0,52.0,-5.801094,-35.200874,11.0,1459.0,4.0
2.5057137396564158,2.55863539445629,11.751797438988588,77.0,52.0,-5.801107,-35.200878,12.0,1628.0,8.0
2.7405219602421385,2.985074626865672,12.853047993535627,69.0,52.0,-5.801124,-35.20089,14.0,1987.0,11.0
2.993100207907177,3.1982942430703627,14.03763997508466,71.0,52.0,-5.801143,-35.200897,15.0,2109.0,13.0
3.1086553558773877,3.4115138592750536,14.579593619064946,81.0,52.0,-5.80117,-35.200905,16.0,1920.0,15.0
3.575470824173613,4.051172707889126,16.768958165374244,84.0,53.0,-5.801196,-35.200912,19.0,2136.0,18.0
3.5439056724353226,4.051172707889126,16.62091760372166,76.0,53.0,-5.801226,-35.200924,19.0,2340.0,20.0
3.9257164725020153,3.837953091684435,18.41161025603445,100.0,53.0,-5.801263,-35.200939,18.0,1970.0,23.0
3.6108620549104833,4.051172707889126,16.934943037530164,100.0,53.0,-5.801299,-35.200951,19.0,1812.0,25.0
3.9237493519199065,4.477611940298508,18.40238446050436,99.0,54.0,-5.801345,-35.20097,21.0,1995.0,27.0
4.249819568436255,4.690831556503198,19.93165377596604,101.0,54.0,-5.801388,-35.200985,22.0,2118.0,29.0
4.511820056794119,5.330490405117271,21.16043606636441,99.0,54.0,-5.801442,-35.201004,25.0,2294.0,32.0
4.810772388368968,5.970149253731344,22.562522501450463,99.0,54.0,-5.801493,-35.201023,28.0,2446.0,35.0
4.502443029913248,4.90405117270789,21.11645781029313,94.0,54.0,-5.801546,-35.201042,23.0,2411.0,37.0
2.5400021563556154,2.1321961620469083,11.912610113307837,59.0,54.0,-5.801611,-35.201069,10.0,2167.0,39.0
1.2366947528265826,1.0660980810234542,5.8000983907566726,30.0,54.0,-5.801668,-35.201088,5.0,2075.0,39.0
1.3111944367317987,1.279317697228145,6.149501908272136,33.0,54.0,-5.801722,-35.201107,6.0,2000.0,39.0
1.3878794446982343,1.279317697228145,6.509154595634718,35.0,54.0,-5.801776,-35.201126,6.0,1996.0,38.0
2.1062550633682617,2.771855010660981,9.878336247197147,57.0,54.0,-5.801837,-35.201153,13.0,1860.0,37.0
2.928552774440472,3.1982942430703627,13.734912512125812,99.0,54.0,-5.80189,-35.201168,15.0,1489.0,37.0
2.823041355448311,2.985074626865672,13.24006395705258,100.0,54.0,-5.801944,-35.201191,14.0,1421.0,38.0
2.934453149405765,3.1982942430703627,13.762585270713036,99.0,54.0,-5.802009,-35.201218,15.0,1492.0,39.0
2.468025528411989,2.1321961620469083,11.57503972825223,82.0,54.0,-5.802067,-35.201237,10.0,1515.0,40.0
2.013895321908169,1.9189765458422172,9.445169059749311,67.0,54.0,-5.802136,-35.20126,9.0,1513.0,41.0
2.088534071890008,2.1321961620469083,9.795224797164137,68.0,54.0,-5.802197,-35.201283,10.0,1546.0,42.0
1.8543070656920089,1.7057569296375268,8.69670013809552,59.0,54.0,-5.802259,-35.201305,8.0,1582.0,43.0
2.1306909596891725,2.1321961620469083,9.99294060094222,65.0,54.0,-5.802323,-35.201328,10.0,1650.0,44.0
1.6305497484054905,1.279317697228145,7.6472783200217505,49.0,54.0,-5.802389,-35.201351,6.0,1675.0,46.0
0.8373764470946259,0.6396588486140725,3.927295536873795,25.0,54.0,-5.802466,-35.201385,3.0,1686.0,46.0
0.8215626475243453,0.6396588486140725,3.85312881688918,31.0,54.0,-5.802533,-35.201408,3.0,1334.0,47.0
1.2241192061833823,1.279317697228145,5.741119077000063,47.0,54.0,-5.802614,-35.201435,6.0,1311.0,48.0
1.0640541519902291,0.6396588486140725,4.990413972834175,40.0,54.0,-5.802683,-35.201466,3.0,1339.0,49.0
0.6699408908404502,0.4264392324093817,3.142022778041711,26.0,54.0,-5.802753,-35.201488,2.0,1297.0,50.0
0.6191420397082803,0.4264392324093817,2.9037761662318347,23.0,54.0,-5.802835,-35.201519,2.0,1355.0,50.0
0.6398628851251176,0.4264392324093817,3.0009569312368014,24.0,54.0,-5.802904,-35.201546,2.0,1342.0,50.0
0.6374788952401507,0.4264392324093817,2.9897760186763067,24.0,54.0,-5.802974,-35.201572,2.0,1337.0,50.0
0.7748960455261182,0.6396588486140725,3.6342624535174943,29.0,54.0,-5.803043,-35.201595,3.0,1345.0,50.0
0.8277212880605099,0.6396588486140725,3.882012841003792,31.0,54.0,-5.803125,-35.20163,3.0,1344.0,50.0
0.822178511577962,0.6396588486140725,3.856017219300641,31.0,54.0,-5.803196,-35.201653,3.0,1335.0,50.0
0.9526423580327756,0.8528784648187634,4.467892659173717,36.0,54.0,-5.803266,-35.201679,4.0,1332.0,50.0
1.113919273750787,1.0660980810234542,5.224281393891191,42.0,54.0,-5.803348,-35.20171,5.0,1335.0,49.0
